genome	user_genome	Domain	Phylum	Class	Order	Family	Genus	Species	length	filtered_reads_1	filtered_reads_3	filtered_reads_5	filtered_reads_7	filtered_reads_10	filtered_reads_25	ra_1	ra_3	ra_5	ra_7	ra_10	ra_25
M1_25.119.filtered.fa	M1_25.119.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__B4-G1	g__	s__	5608167.0	1438	117.0	21.0	63.0	23.0	64526.0	0.0002564117651988609	2.0862431521743202e-05	3.744538991082113e-06	1.123361697324634e-05	4.101161752137552e-06	0.01150572013993164
M1_25.12.filtered.fa	M1_25.12.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA2162	g__JACQGQ01	s__	1504167.0	6781	179.0	36.0	261.0	29.0	41865.0	0.004508143045286859	0.00011900274371130333	2.3933512701714636e-05	0.00017351796708743112	1.927977412082568e-05	0.027832680812702314
M1_25.123.filtered.fa	M1_25.123.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA5760	g__UBA5760	s__UBA5760 sp011176655	1613566.0	630	76.0	24.0	64.0	12.0	23594.0	0.0003904395605757682	4.7100645402791086e-05	1.4873888021934027e-05	3.966370139182407e-05	7.4369440109670136e-06	0.014622271416229644
M1_25.124.filtered.fa	M1_25.124.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__	f__	g__	s__	5602906.0	2539	540.0	226.0	526.0	154.0	83356.0	0.0004531577006646194	9.637855784123453e-05	4.033621124466482e-05	9.387985448979511e-05	2.748573686583355e-05	0.01487727975447027
M1_25.127.filtered.fa	M1_25.127.filtered	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__SOIV01	s__	4440265.0	2702	306.0	93.0	98.0	55.0	76923.0	0.0006085222391005943	6.8914805760467e-05	2.0944695868377225e-05	2.2070754786031914e-05	1.2386648094201584e-05	0.017323966024550337
M1_25.13.filtered.fa	M1_25.13.filtered	d__Bacteria	p__RBG-13-66-14	c__B26-G2	o__WVWN01	f__WVWN01	g__WVWN01	s__	492653.0	5748	824.0	130.0	154.0	44.0	6688.0	0.01166744138369197	0.0016725768441479094	0.0002638774147320731	0.0003125932451441481	8.931235575547089e-05	0.013575478074831575
M1_25.130.filtered.fa	M1_25.130.filtered	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__SOIA01	s__	3890101.0	13090	1059.0	215.0	307.0	166.0	1945008.0	0.0033649511927839404	0.00027222943568817366	5.526848788758955e-05	7.891825944879066e-05	4.267241390390635e-05	0.4999890748337897
M1_25.131.filtered.fa	M1_25.131.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__SLSP01	g__	s__	6580043.0	5784	1339.0	572.0	1007.0	323.0	245792.0	0.0008790216112569477	0.00020349411090474638	8.692952310494019e-05	0.00015303851357810277	4.908782510995749e-05	0.03735416318707948
M1_25.133.filtered.fa	M1_25.133.filtered	d__Bacteria	p__WOR-3	c__WOR-3	o__SM23-42	f__SM23-42	g__DG-78	s__	4947166.0	276	95.0	37.0	24.0	27.0	104129.0	5.578951666469247e-05	1.9202913344731104e-05	7.479029407947904e-06	4.851262318668911e-06	5.457670108502524e-06	0.02104821224919479
M1_25.134.filtered.fa	M1_25.134.filtered	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__	s__	6499215.0	20223	1687.0	450.0	1929.0	287.0	469902.0	0.003111606555560941	0.000259569809584696	6.923913118738186e-05	0.00029680507568991026	4.415917922395243e-05	0.0723013471626958
M1_25.136.filtered.fa	M1_25.136.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__GIF9	f__AB-539-J10	g__CG2-30-46-19	s__	9541912.0	10977	1249.0	532.0	830.0	332.0	546354.0	0.0011503983687965263	0.00013089619774317768	5.575402497948e-05	8.698466303189549e-05	3.47938652127582e-05	0.05725833564593763
M1_25.137.filtered.fa	M1_25.137.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__UBA9300	s__	4334680.0	7039	681.0	233.0	660.0	177.0	344732.0	0.0016238799634575101	0.00015710502274677717	5.375252613803095e-05	0.00015226037446824218	4.0833464061937674e-05	0.07952882335028191
M1_25.138.filtered.fa	M1_25.138.filtered	d__Bacteria	p__Actinobacteriota	c__Humimicrobiia	o__Humimicrobiales	f__Humimicrobiaceae	g__	s__	2856877.0	5716	11092.0	8622.0	3821.0	3663.0	72627.0	0.002000786173153412	0.00388256127232639	0.003017980823115591	0.0013374744519977584	0.0012821693058539098	0.02542181549993227
M1_25.139.filtered.fa	M1_25.139.filtered	d__Bacteria	p__Fibrobacterota	c__Chitinivibrionia	o__Chitinivibrionales	f__	g__	s__	620464.0	3717	257.0	22.0	77.0	2.0	12393.0	0.005990677944248176	0.0004142061424998066	3.5457335155625464e-05	0.00012410067304468914	3.2233941050568605e-06	0.019973761571984838
M1_25.140.filtered.fa	M1_25.140.filtered	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__SM23-30	g__JAFGFX01	s__	4187722.0	3259	629.0	263.0	655.0	154.0	81947.0	0.000778227399048934	0.00015020099232948127	6.280264067194528e-05	0.0001564096184035139	3.6774169823116246e-05	0.019568395418798096
M1_25.141.filtered.fa	M1_25.141.filtered	d__Bacteria	p__Myxococcota	c__B64-G9	o__B64-G9	f__B64-G9	g__	s__	944026.0	844	109.0	15.0	17.0	6.0	6412.0	0.0008940431725397394	0.00011546292157207534	1.58893928768911e-05	1.8007978593809918e-05	6.355757150756441e-06	0.006792185808441716
M1_25.143.filtered.fa	M1_25.143.filtered	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__Desulfatiglandaceae	g__4484-190-2	s__	9918221.0	178043	67964.0	28447.0	56718.0	14659.0	476145.0	0.017951102319659948	0.00685243855727756	0.0028681554887716254	0.005718565859744403	0.0014779868284846647	0.048007097240523273
M1_25.144.filtered.fa	M1_25.144.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__GIF9	f__AB-539-J10	g__JADFUZ01	s__	1616894.0	1579	107.0	24.0	92.0	16.0	90446.0	0.0009765637079486968	6.617626139994334e-05	1.4843273585034022e-05	5.689921540929709e-05	9.895515723356015e-06	0.055938113444666135
M1_25.146.filtered.fa	M1_25.146.filtered	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__SZUA-6	f__	g__	s__	5399634.0	14010	2261.0	962.0	1557.0	448.0	131823.0	0.002594620302042694	0.00041873208443387087	0.00017816022345218212	0.0002883528772505692	8.29685863893738e-05	0.024413321347335763
M1_25.147.filtered.fa	M1_25.147.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SZUA-161	f__SZUA-161	g__SZUA-161	s__	2133385.0	28351	979.0	182.0	2195.0	105.0	415165.0	0.013289209401959797	0.00045889513613342177	8.531043388792928e-05	0.001028881331780246	4.9217558012266893e-05	0.1946038806872646
M1_25.148.filtered.fa	M1_25.148.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__SOJS01	g__SOJS01	s__	3329708.0	5380	580.0	222.0	413.0	74.0	97754.0	0.00161575729763691	0.00017418944844412783	6.667251302516617e-05	0.00012403490035762895	2.2224171008388723e-05	0.029358129902081503
M1_25.151.filtered.fa	M1_25.151.filtered	d__Bacteria	p__Calditrichota	c__Calditrichia	o__	f__	g__	s__	6267202.0	3446	1094.0	578.0	936.0	280.0	52076.0	0.0005498466460790637	0.00017455955624216357	9.222616408406813e-05	0.00014934894391468474	4.467703450439287e-05	0.00830929017446701
M1_25.152.filtered.fa	M1_25.152.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAAYZQ01	f__JAAYZQ01	g__	s__	6133747.0	143156	32854.0	9718.0	14149.0	4985.0	264636.0	0.023339078054572516	0.005356269177714698	0.001584349664242754	0.002306746593884619	0.0008127169249074016	0.043144264020019085
M1_25.154.filtered.fa	M1_25.154.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__SM23-62	g__SM23-62	s__	14018522.0	19062	11377.0	5786.0	11824.0	3740.0	372854.0	0.0013597724496205805	0.0008115691511558779	0.0004127396597159101	0.000843455536896115	0.0002667898941129457	0.026597240422349802
M1_25.155.filtered.fa	M1_25.155.filtered	d__Bacteria	p__Planctomycetota	c__DG-23	o__	f__	g__	s__	3112016.0	9410	797.0	116.0	444.0	54.0	70480.0	0.0030237633739672288	0.00025610408172708625	3.727487262276286e-05	0.00014267278831471303	1.735209587611375e-05	0.02264769846941661
M1_25.156.filtered.fa	M1_25.156.filtered	d__Bacteria	p__Desulfobacterota	c__BSN033	o__WVXP01	f__	g__	s__	5247321.0	3977	1221.0	538.0	623.0	242.0	210884.0	0.0007579105604555163	0.0002326901670395236	0.00010252850930979828	0.0001187272514869969	4.611877184567134e-05	0.04018888876819238
M1_25.157.filtered.fa	M1_25.157.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA11858	g__G519	s__	5019548.0	29460	2856.0	849.0	8177.0	485.0	134841.0	0.005869054345132271	0.0005689755332551856	0.00016913873520085874	0.0016290311398556205	9.662224566833508e-05	0.026863175728173136
M1_25.160.filtered.fa	M1_25.160.filtered	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__FEN-1346	f__FEN-1346	g__	s__	3396395.0	1047	83.0	19.0	54.0	23.0	69933.0	0.00030826803125078207	2.443767582981367e-05	5.594166756222406e-06	1.5899210780842627e-05	6.771886073321861e-06	0.020590361250679028
M1_25.161.filtered.fa	M1_25.161.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA10428	g__JAFGOZ01	s__	4364027.0	1062	149.0	51.0	106.0	33.0	75154.0	0.0002433532148174152	3.414277684349799e-05	1.168645381891542e-05	2.4289492251079105e-05	7.561823059298212e-06	0.017221250006015088
M1_25.162.filtered.fa	M1_25.162.filtered	d__Bacteria	p__Atribacterota	c__JS1	o__SB-45	f__34-128	g__34-128	s__	12610644.0	9416	1285.0	381.0	1692.0	215.0	480384.0	0.0007466708282305012	0.00010189804739551762	3.021257280754258e-05	0.00013417237057837807	1.7049089642051586e-05	0.03809353431910377
M1_25.163.filtered.fa	M1_25.163.filtered	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__WTAW01	s__	4356164.0	60039	3622.0	743.0	5390.0	502.0	1020100.0	0.013782538949405945	0.0008314654820158286	0.0001705629080998787	0.001237327152972202	0.00011523900385752235	0.23417391999015646
M1_25.166.filtered.fa	M1_25.166.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA4823	g__CAIQIV01	s__	6716569.0	116526	44528.0	17545.0	28949.0	10939.0	410518.0	0.01734903639045471	0.006629575308464783	0.0026121967927374827	0.004310087486631939	0.0016286589179683854	0.06112019395617018
M1_25.167.filtered.fa	M1_25.167.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__E44-bin32	g__E44-bin32	s__	2233665.0	107236	22010.0	7011.0	23666.0	3263.0	238655.0	0.04800898970973714	0.00985376052362373	0.0031387875979611984	0.01059514296011264	0.0014608278322846085	0.10684458054363569
M1_25.168.filtered.fa	M1_25.168.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SZUA-161	f__SZUA-161	g__	s__	1292177.0	171	43.0	13.0	35.0	4.0	23503.0	0.00013233481171697067	3.3277174876197304e-05	1.0060541241641044e-05	2.7086072573648965e-05	3.0955511512741676e-06	0.01818868467709919
M1_25.17.filtered.fa	M1_25.17.filtered	d__Bacteria	p__Actinobacteriota	c__Humimicrobiia	o__Humimicrobiales	f__Humimicrobiaceae	g__M55B120	s__	659253.0	1065	369.0	154.0	399.0	59.0	4769.0	0.0016154647760419749	0.0005597244153610222	0.00023359772348400387	0.0006052304653903737	8.94952317243911e-05	0.007233945086332561
M1_25.170.filtered.fa	M1_25.170.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__	g__	s__	21009485.0	11817	1338.0	393.0	1247.0	200.0	473828.0	0.000562460241172023	6.36855210872613e-05	1.8705836911280787e-05	5.9354144092537254e-05	9.519509878514394e-06	0.022553051633583593
M1_25.171.filtered.fa	M1_25.171.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__RBG-13-53-26	f__RBG-13-53-26	g__	s__	1968679.0	5965	693.0	216.0	563.0	93.0	84101.0	0.0030299505404385377	0.0003520126948070254	0.00010971824253725468	0.00028597856735404807	4.723979887020688e-05	0.0427195088686373
M1_25.174.filtered.fa	M1_25.174.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__RBG-16-60-22	g__GCA-2688435	s__	1342176.0	401	114.0	55.0	50.0	36.0	57923.0	0.0002987685668645543	8.493669980688077e-05	4.097823236296879e-05	3.725293851178981e-05	2.6822115728488663e-05	0.043156039148368026
M1_25.175.filtered.fa	M1_25.175.filtered	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__SM23-33	f__SM23-33	g__	s__	16568648.0	781	99.0	30.0	85.0	25.0	147935.0	4.713721964519978e-05	5.9751405184056055e-06	1.8106486419410926e-06	5.130171152166429e-06	1.5088738682842439e-06	0.008928610228185184
M1_25.177.filtered.fa	M1_25.177.filtered	d__Bacteria	p__Gemmatimonadota	c__	o__	f__	g__	s__	3076410.0	6864	480.0	141.0	260.0	84.0	63581.0	0.002231172047938994	0.00015602601733839117	4.5832642593152406e-05	8.451409272496189e-05	2.7304553034218455e-05	0.020667271267483852
M1_25.179.filtered.fa	M1_25.179.filtered	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__B25-G16	g__B25-G16	s__	2054558.0	366	90.0	29.0	56.0	26.0	26823.0	0.00017814050515974726	4.3805042252396865e-05	1.4114958059105657e-05	2.7256470734824718e-05	1.265478998402576e-05	0.013055362759289346
M1_25.18.filtered.fa	M1_25.18.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__GIF9	f__AB-539-J10	g__RBG-13-51-36	s__	1237594.0	2622	247.0	53.0	208.0	69.0	153016.0	0.0021186269487408634	0.00019958079951906685	4.2825029856317984e-05	0.0001680680417002668	5.575334075633851e-05	0.12363990129234628
M1_25.184.filtered.fa	M1_25.184.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__E44-bin15	f__E44-bin15	g__	s__	2423964.0	322	37.0	20.0	32.0	10.0	42140.0	0.0001328402567034824	1.5264253099468475e-05	8.25094762133431e-06	1.3201516194134896e-05	4.125473810667155e-06	0.017384746638151392
M1_25.185.filtered.fa	M1_25.185.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA5760	g__UBA5760	s__	1131573.0	892	102.0	30.0	69.0	13.0	21877.0	0.0007882832128373512	9.014000864283612e-05	2.6511767247892976e-05	6.097706467015385e-05	1.1488432474086957e-05	0.019333264402738488
M1_25.186.filtered.fa	M1_25.186.filtered	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__Desulfatiglandaceae	g__	s__	15230935.0	67582	17009.0	7045.0	15655.0	3849.0	444342.0	0.004437153726937972	0.0011167403708308124	0.0004625454707803559	0.0010278423484835304	0.00025270937076417175	0.02917365217565435
M1_25.187.filtered.fa	M1_25.187.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA4823	g__Kmv39	s__	1272114.0	12530	2903.0	1005.0	864.0	675.0	37161.0	0.009849746170547609	0.0022820281830087555	0.0007900235356265241	0.0006791844127177282	0.0005306128224357251	0.029212004584494786
M1_25.19.filtered.fa	M1_25.19.filtered	d__Bacteria	p__VGIX01	c__VGIX01	o__VGIX01	f__VGIX01	g__	s__	1516765.0	300	61.0	19.0	46.0	25.0	8853.0	0.00019778937409552566	4.021717273275689e-05	1.2526660359383293e-05	3.0327704027980604e-05	1.6482447841293806e-05	0.0058367644295589625
M1_25.192.filtered.fa	M1_25.192.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA5627	g__W693	s__	607075.0	871	110.0	25.0	42.0	13.0	5903.0	0.0014347485895482436	0.00018119672198657497	4.118107317876704e-05	6.918420294032863e-05	2.141415805295886e-05	0.009723674998970474
M1_25.193.filtered.fa	M1_25.193.filtered	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__C00003060	f__C00003060	g__	s__	3521192.0	4803	503.0	212.0	882.0	159.0	80014.0	0.0013640267273127963	0.0001428493532871823	6.0206884486844225e-05	0.00025048335904432364	4.515516336513317e-05	0.02272355497797337
M1_25.194.filtered.fa	M1_25.194.filtered	d__Bacteria	p__Armatimonadota	c__CAIYQO01	o__WVXJ01	f__DTIZ01	g__	s__	4521042.0	11209	320.0	49.0	278.0	59.0	70896.0	0.0024792957021854698	7.078014316168706e-05	1.0838209421633332e-05	6.149024937171564e-05	1.3050088895436052e-05	0.015681340717471768
M1_25.195.filtered.fa	M1_25.195.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__E44-bin15	f__E44-bin15	g__JAAXQM01	s__	269348.0	6793	2772.0	811.0	600.0	218.0	3445.0	0.02522016127834623	0.01029151877868037	0.0030109746498953025	0.0022276014672468333	0.000809361866433016	0.0127901450911089
M1_25.196.filtered.fa	M1_25.196.filtered	d__Bacteria	p__Hydrogenedentota	c__	o__	f__	g__	s__	6856635.0	6489	1118.0	414.0	944.0	215.0	104078.0	0.0009463825914606801	0.00016305374283449536	6.0379471854634235e-05	0.00013767686335935923	3.135648900663372e-05	0.015179165873639183
M1_25.199.filtered.fa	M1_25.199.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__4572-78	f__NAK82	g__	s__	6932746.0	16195	2988.0	928.0	2649.0	483.0	446947.0	0.002336015195133357	0.00043099804896934055	0.00013385749312033068	0.00038209967594370254	6.966936333741349e-05	0.06446897088109098
M1_25.20.filtered.fa	M1_25.20.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__DSM-19610	f__DSM-19610	g__Thiogranum	s__	5083551.0	2423999	1742972.0	779980.0	864250.0	512840.0	188116.0	0.4768318445118383	0.34286505633562053	0.15343211861157682	0.17000911370811467	0.1008822376327099	0.03700484169431958
M1_25.200.filtered.fa	M1_25.200.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__RBG-16-60-22	g__	s__	1695131.0	390	41.0	11.0	39.0	4.0	15554.0	0.00023007071429877692	2.4186921246794496e-05	6.489173993042426e-06	2.300707142987769e-05	2.3596996338336095e-06	0.00917569202616199
M1_25.201.filtered.fa	M1_25.201.filtered	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__UBA6960	g__	s__	2917659.0	1569	491.0	148.0	234.0	87.0	31877.0	0.0005377598958617166	0.00016828560157304196	5.072559884482731e-05	8.02012846600648e-05	2.981842634797281e-05	0.010925539962003785
M1_25.204.filtered.fa	M1_25.204.filtered	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160	f__SMWR01	g__	s__	2867744.0	12821	9963.0	3404.0	7459.0	1733.0	22215.0	0.0044707616858408565	0.0034741594786703417	0.0011869957708916835	0.0026009992523739916	0.0006043077764263477	0.007746507359094814
M1_25.21.filtered.fa	M1_25.21.filtered	d__Bacteria	p__JABMQX01	c__JABMQX01	o__JABMQX01	f__JAFGEW01	g__JAFGEW01	s__	1225360.0	228	17.0	2.0	16.0	3.0	6074.0	0.0001860677678396553	1.3873473917869035e-05	1.6321734021022393e-06	1.3057387216817914e-05	2.448260103153359e-06	0.004956910622184501
M1_25.210.filtered.fa	M1_25.210.filtered	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__HGW-15	g__	s__	8540663.0	5563	1548.0	621.0	1455.0	306.0	127268.0	0.0006513545845328401	0.00018125056567622444	7.271098274220631e-05	0.0001703614813042032	3.582860019181181e-05	0.014901419245789232
M1_25.212.filtered.fa	M1_25.212.filtered	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__UBA1845	g__	s__	3894230.0	315	64.0	31.0	39.0	13.0	32092.0	8.088890486694417e-05	1.643457114756961e-05	7.96049539960403e-06	1.0014816793050231e-05	3.338272264350077e-06	0.008240910269809436
M1_25.213.filtered.fa	M1_25.213.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAFGEY01	f__JAFGEY01	g__BS750m-G44	s__	5676662.0	1903	437.0	163.0	381.0	73.0	71251.0	0.00033523221921615204	7.698186011427138e-05	2.8714057662760265e-05	6.711690778841509e-05	1.2859669996205517e-05	0.012551566395885469
M1_25.214.filtered.fa	M1_25.214.filtered	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__UBA11574	g__S5133MH16	s__	417841.0	26310	1780.0	586.0	7809.0	346.0	13640.0	0.06296653511742505	0.004259993633942098	0.0014024473424101513	0.018688927127783056	0.0008280661782831268	0.03264399616121922
M1_25.216.filtered.fa	M1_25.216.filtered	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__UBA11574	g__S5133MH16	s__	6226728.0	38333	11968.0	5009.0	20745.0	3528.0	351764.0	0.006156202744041494	0.0019220367422505046	0.0008044353310438484	0.003331605298962794	0.0005665897081099415	0.0564925912935333
M1_25.217.filtered.fa	M1_25.217.filtered	d__Bacteria	p__Spirochaetota	c__B62-G9	o__B62-G9	f__B62-G9	g__	s__	4194468.0	8847	1372.0	543.0	761.0	384.0	963837.0	0.002109206697965034	0.0003270975008034392	0.00012945622662993256	0.0001814294446876219	9.154915474381971e-05	0.22978766317921606
M1_25.219.filtered.fa	M1_25.219.filtered	d__Bacteria	p__Poribacteria	c__DTPJ01	o__DTPJ01	f__WJIO01	g__	s__	11757691.0	11848	1715.0	596.0	1087.0	266.0	732602.0	0.001007680844818936	0.0001458619723889665	5.0690224806894485e-05	9.245012477364816e-05	2.2623489595023377e-05	0.06230832227177938
M1_25.22.filtered.fa	M1_25.22.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__Fen-1064	g__DUES01	s__	671326.0	1568	63.0	15.0	151.0	7.0	11458.0	0.0023356759607105937	9.384412342140778e-05	2.2343838909858995e-05	0.00022492797835924722	1.0427124824600865e-05	0.01706771374861096
M1_25.220.filtered.fa	M1_25.220.filtered	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__UBA1845	g__	s__	2779622.0	7052	942.0	295.0	779.0	116.0	31388.0	0.0025370356113169346	0.00033889500083104826	0.00010612953847681447	0.000280253933808266	4.173229309596772e-05	0.01129218289393306
M1_25.221.filtered.fa	M1_25.221.filtered	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__WVYX01	s__	6279744.0	2798	442.0	193.0	207.0	117.0	120666.0	0.00044555956421153475	7.038503480396654e-05	3.0733736916664116e-05	3.296312715932369e-05	1.8631332742226433e-05	0.019215114501482864
M1_25.222.filtered.fa	M1_25.222.filtered	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__	s__	2433472.0	256	58.0	19.0	34.0	6.0	23080.0	0.00010519948452252584	2.383425821213476e-05	7.807774241906215e-06	1.3971806538147964e-05	2.4656129184966995e-06	0.00948439102648397
M1_25.223.filtered.fa	M1_25.223.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA10428	g__JAFGPL01	s__	3200801.0	27165	811.0	146.0	276.0	134.0	51851.0	0.008486938113303514	0.0002533740773012755	4.561358235016797e-05	8.622841594963261e-05	4.186452078714047e-05	0.01619938259204493
M1_25.224.filtered.fa	M1_25.224.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAAYZQ01	f__JAAYZQ01	g__	s__	7629399.0	4239	966.0	291.0	437.0	174.0	64179.0	0.0005556138825613917	0.00012661547783776939	3.8141929659203826e-05	5.7278430450419486e-05	2.280651464158579e-05	0.008412064960818014
M1_25.226.filtered.fa	M1_25.226.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAAYZQ01	f__JAAYZQ01	g__	s__	248240.0	9553	2428.0	724.0	985.0	397.0	11481.0	0.038482919755075735	0.009780857234933936	0.0029165323880116015	0.0039679342571704804	0.0015992587818240412	0.0462495971640348
M1_25.227.filtered.fa	M1_25.227.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA5760	g__UBA5760	s__	878249.0	7921	1406.0	604.0	690.0	170.0	30905.0	0.009019082287597253	0.0016009127252066327	0.0006877320668739731	0.0007856541823560288	0.00019356697246452885	0.03518933696480155
M1_25.228.filtered.fa	M1_25.228.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__RBG-16-60-22	g__W425	s__	2651309.0	3063	286.0	58.0	222.0	30.0	84361.0	0.001155278392673204	0.00010787124397797465	2.187598654098787e-05	8.373222434653976e-05	1.1315165452235104e-05	0.03181862242386685
M1_25.229.filtered.fa	M1_25.229.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__UBA7937	f__B3-Chlor	g__B3-Chlor	s__	715730.0	57	13.0	8.0	13.0	5.0	6055.0	7.963897000265463e-05	1.8163273860254565e-05	1.1177399298618194e-05	1.8163273860254565e-05	6.9858745616363715e-06	0.008459894094141645
M1_25.231.filtered.fa	M1_25.231.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__GIF9	f__AB-539-J10	g__B68-G16	s__	3145775.0	18797	937.0	290.0	1289.0	240.0	561151.0	0.005975316098576662	0.0002978598278643577	9.218713989398479e-05	0.0004097559424942979	7.629280542950465e-05	0.17838243358154984
M1_25.232.filtered.fa	M1_25.232.filtered	d__Bacteria	p__Actinobacteriota	c__Geothermincolia	o__Geothermincolales	f__RBG-13-55-18	g__	s__	3160773.0	8329	1474.0	538.0	761.0	341.0	59203.0	0.0026351148911990833	0.00046634161959748454	0.00017021152737004523	0.00024076388908662532	0.0001078850015486718	0.0187305447116892
M1_25.235.filtered.fa	M1_25.235.filtered	d__Bacteria	p__QNDG01	c__QNDG01	o__QNDG01	f__DSAB01	g__	s__	1148873.0	2388	195.0	64.0	242.0	32.0	17063.0	0.0020785587266825838	0.0001697315543145326	5.570676654425685e-05	0.00021064121099547122	2.7853383272128427e-05	0.014851946211635228
M1_25.237.filtered.fa	M1_25.237.filtered	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__SG8-13	g__	s__	5745857.0	219763	108833.0	47255.0	77715.0	27544.0	255400.0	0.03824721012026579	0.018941125753738738	0.00822418657477901	0.013525397516854318	0.004793714845322465	0.044449418076363545
M1_25.24.filtered.fa	M1_25.24.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA4823	g__	s__	6387914.0	6286	2275.0	959.0	1267.0	566.0	87511.0	0.0009840458090074474	0.0003561413005873279	0.00015012725593988897	0.00019834330894248108	8.860482467359454e-05	0.013699464332174791
